StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,P1,P2,P3
1/24/2019 7:14,1/24/2019 7:17,IP Address,,100,2325,TRUE,1/24/2019 7:17,R_3I8NPU9LM2xG0yB,,,,"$466,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario B,Scenario B,Scenario A,Scenario B,No,Urban ,more than 5
1/24/2019 7:58,1/24/2019 8:00,IP Address,,100,2350,TRUE,1/24/2019 8:00,R_1NbmSsJFbvlobzo,,,,"$481,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,No Change,Scenario B,Scenario A,Scenario B,Yes,Rural ,more than 5
1/24/2019 9:34,1/24/2019 9:35,IP Address,,100,2375,TRUE,1/24/2019 9:35,R_3G6V4a30ROETZ82,,,,"$616,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario B,Scenario B,Scenario B,Yes,Urban ,4
1/24/2019 12:03,1/24/2019 12:05,IP Address,,100,2400,TRUE,1/24/2019 12:05,R_1ltb0khnqIMkNup,,,,"$629,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario A,Scenario B,Scenario B,No Change,Scenario A,Yes,Urban ,1
1/24/2019 13:52,1/24/2019 13:55,IP Address,,100,2425,TRUE,1/24/2019 13:55,R_1pJzinB7wEIXBms,,,,"$670,000 ",40.10949707,-87.80819702,anonymous,EN,No Change,Scenario A,Scenario B,No Change,Scenario B,Yes,Urban ,more than 5
1/24/2019 14:13,1/24/2019 14:15,IP Address,,100,2450,TRUE,1/24/2019 14:15,R_3dLWE3qrUs508Si,,,,"$680,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario B,Scenario A,Scenario B,No,Urban ,3
1/24/2019 15:46,1/24/2019 15:49,IP Address,,100,2475,TRUE,1/24/2019 15:49,R_2YlzlB4NmAuJqPK,,,,"$771,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario B,Scenario B,Scenario B,No,Urban ,4
1/24/2019 17:16,1/24/2019 17:18,IP Address,,100,2500,TRUE,1/24/2019 17:18,R_2PBw2NGyR1F9Mqh,,,,"$774,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario B,Scenario A,Scenario A,No,Rural ,1
1/24/2019 17:58,1/24/2019 18:02,IP Address,,100,2525,TRUE,1/24/2019 18:02,R_2SDArB05mfX458b,,,,"$795,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario A,Scenario B,Scenario B,Scenario A,Scenario B,No,Urban ,2
1/24/2019 18:05,1/24/2019 18:06,IP Address,,100,2550,TRUE,1/24/2019 18:06,R_XCgIoQ0OV6myVnr,,,,"$798,000 ",40.10949707,-87.80819702,anonymous,EN,No Change,No Change,Scenario B,No Change,Scenario B,Yes,Urban ,more than 5
1/24/2019 18:41,1/24/2019 18:44,IP Address,,100,2575,TRUE,1/24/2019 18:44,R_3EnB0tVEEmkBrua,,,,"$833,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario A,Scenario A,Scenario A,Scenario B,Scenario B,No,Rural ,4
1/24/2019 20:34,1/24/2019 20:36,IP Address,,100,2600,TRUE,1/24/2019 20:37,R_PXkZYGmhJxKcvfz,,,,"$1,046,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario A,Scenario B,Scenario B,No,Rural ,more than 5
1/24/2019 20:38,1/24/2019 20:39,IP Address,,100,2625,TRUE,1/24/2019 20:39,R_3L7KiJlhEXLTNfX,,,,"$1,129,000 ",40.10949707,-87.80819702,anonymous,EN,Scenario B,Scenario A,Scenario B,Scenario B,Scenario B,Yes,Urban ,more than 5
